ASSET_IDS,ASSET_NAME
8365666833311106,97GK752A
2061518865280006,97GK752B
2379525412200339,97GA013A
2005520267126960,97GA013B
3017247799518065,45VG001
8168153790688521,45FE001
6044361011694374,45HA001
6738010569301983,45II001
6707768465688327,46MX101
4623635988766962,46PF001A
4217499219128592,46PF001B
6350759011329591,46PF002A
8237910452031696,46PF002B
1986017827862042,682.28A-1
3890575544494934,682.28A-2
7390265127701300,682.28B-1
3640610661352221,722.21A-1
4770389497154851,722.21A-2
3816297165457820,722.21B-1
6971550190521378,722.21B-2
8656461952174793,722.23-1
3935526968154915,722.23-2
5186632965057339,722.23-3
2350503674015856,722.29A-1
4715894434565742,722.29A-2
8705351747122183,722.29B-1
4483158613180919,723.21-1
5426063456070590,723.21-2
2301129869109386,723.35-1
7340276780592279,512.21D-1
196204201531569,774.10G-1
3775573000027597,774.10G-2
